id,cr,state,daysremaining
187,95000,limited,-1
135,45700,limited,2
204,58400,soldout,1
201,30700,new,11
821,55600,new,8
48,106400,normal,8
3422,203800,normal,8
829,100300,limited,3
779,17700,soldout,1
3454,136700,normal,5
1527,13800,new,9
1370,21900,normal,8
3344,179000,normal,11
709,57400,normal,6
24,58300,normal,7
1542,48500,normal,5
3443,165700,new,9
1448,59900,normal,5
1773,40500,normal,8
3471,70300,normal,5
688,54300,soldout,1
3359,138000,normal,5
210,396000,normal,6
1539,137900,normal,5
1722,189400,limited,3
1893,257300,normal,7
1507,321100,limited,3
1504,244900,normal,11
1545,314000,normal,5
3398,776800,normal,4
1689,114900,normal,9
