id,cr,state,daysremaining
293,450000,normal,-1
709,70000,new,-1
374,70000,normal,-1
1933,21400,limited,3
1973,25900,limited,3
173,151900,limited,2
3442,34100,limited,3
3438,55000,limited,3
919,30900,soldout,1
1985,80300,normal,5
135,46300,normal,4
3403,47100,limited,3
63,47900,normal,4
211,73400,normal,8
1370,21500,limited,2
1895,358000,limited,2
78,59900,normal,6
3443,171600,normal,5
1773,45000,limited,2
3385,224700,normal,7
3344,162000,normal,5
3471,74700,limited,2
3384,39700,limited,3
187,72000,normal,5
1722,185700,limited,2
1399,79400,normal,4
3389,72500,normal,5
3434,366500,soldout,1
3404,415400,limited,2
1378,200000,normal,5
1384,26800,soldout,1
3439,211300,new,6
3431,218200,limited,3
