id,cr,state,daysremaining
51,35000,normal,-1
3575,14000,normal,-1
3575,14000,normal,-1
3575,14000,normal,-1
1778,31900,normal,8
1461,56800,normal,8
729,37600,limited,2
3513,50800,limited,3
779,16200,normal,7
810,53200,limited,2
829,101200,limited,2
3530,171300,soldout,1
3564,54100,normal,4
48,98200,new,8
3384,44800,normal,10
374,62800,normal,5
3377,61100,new,9
211,64800,normal,4
843,105400,normal,8
3385,223300,limited,3
1729,40800,normal,8
1895,359300,normal,10
78,58800,normal,6
3551,78600,soldout,1
210,399800,soldout,1
3434,365800,normal,8
1539,138200,normal,9
3404,441300,normal,10
345,99500,soldout,1
1402,115300,new,11
1507,320700,normal,5
1689,120700,normal,8
1722,185500,normal,8
1893,267200,normal,10
